Year,Origin,flowDesc,ExportCountry,tradeValue
2020,Malaysia,Export,Dominican Rep.,37812450.91
2020,Malaysia,Export,Benin,98025340.39
2020,Malaysia,Export,Kuwait,130330240.40
2020,Malaysia,Export,Tonga,1879412.99
2020,Malaysia,Export,Australia,5794920462.00
2020,Malaysia,Export,Jamaica,13103929.75
2020,Malaysia,Export,Syria,25490155.02
2020,Malaysia,Export,Guinea-Bissau,692560.33
2020,Malaysia,Export,Ethiopia,31670019.47
2020,Malaysia,Export,Fiji,44785560.55
2020,Malaysia,Export,Cuba,3154768.95
2020,Malaysia,Export,Cyprus,10832384.97
2020,Malaysia,Export,Slovakia,50552252.56
2020,Malaysia,Export,India,7233000122.00
2020,Malaysia,Export,Netherlands,5587739409.00
2020,Malaysia,Export,Japan,14883236601.00
2020,Malaysia,Export,Portugal,104594784.20
2020,Malaysia,Export,United Kingdom,2375537687.00
2020,Malaysia,Export,Guyana,5463439.38
2020,Malaysia,Export,Bahamas,1382389.36
2020,Malaysia,Export,Bangladesh,1228195352.00
2020,Malaysia,Export,Uruguay,17966111.91
2020,Malaysia,Export,Slovenia,470830286.80
2020,Malaysia,Export,Nigeria,638932616.50
2020,Malaysia,Export,Anguilla,41883.13
2020,Malaysia,Export,Egypt,395419452.00
2020,Malaysia,Export,Papua New Guinea,248473104.70
2020,Malaysia,Export,Burundi,4240.29
2020,Malaysia,Export,Pitcairn,21690.83
2020,Malaysia,Export,Brazil,727790406.90
2020,Malaysia,Export,Czechia,572492627.70
2020,Malaysia,Export,Turkmenistan,4936714.89
2020,Malaysia,Export,Romania,144633233.20
2020,Malaysia,Export,Malta,23020520.66
2020,Malaysia,Export,Chad,811717.25
2020,Malaysia,Export,Christmas Isds,1637412.92
2020,Malaysia,Export,Estonia,76996361.90
2020,Malaysia,Export,Andorra,242630.03
2020,Malaysia,Export,Nauru,542832.33
2020,Malaysia,Export,Cook Isds,242069.54
2020,Malaysia,Export,Tokelau,6796.03
2020,Malaysia,Export,Iceland,1453300.33
2020,Malaysia,Export,Djibouti,110176591.40
2020,Malaysia,Export,Dem. Rep. Congo,18019642.30
2020,Malaysia,Export,Afghanistan,118273054.00
2020,Malaysia,Export,Belgium,1073769411.00
2020,Malaysia,Export,Kyrgyzstan,1086664.54
2020,Malaysia,Export,Latvia,26136459.18
2020,Malaysia,Export,Cabo Verde,4293561.69
2020,Malaysia,Export,Paraguay,4287897.34
2020,Malaysia,Export,Zambia,5366782.38
2020,Malaysia,Export,Somalia,89901070.64
2020,Malaysia,Export,N. Mariana Isds,724176.74
2020,Malaysia,Export,Antigua and Barbuda,460558.40
2020,Malaysia,Export,Ghana,299272574.90
2020,Malaysia,Export,Bermuda,1049133.75
2020,Malaysia,Export,Chile,161869392.90
2020,Malaysia,Export,Samoa,3543144.33
2020,Malaysia,Export,Serbia,6327664.53
2020,Malaysia,Export,Russia,723215239.20
2020,Malaysia,Export,Yemen,197729458.40
2020,Malaysia,Export,Argentina,126821808.70
2020,Malaysia,Export,Canada,946355522.90
2020,Malaysia,Export,Madagascar,83134281.13
2020,Malaysia,Export,China,37878831339.00
2020,Malaysia,Export,Bahrain,61183504.04
2020,Malaysia,Export,Bhutan,1325836.24
2020,Malaysia,Export,Micronesia,720266.65
2020,Malaysia,Export,Ecuador,25672503.12
2020,Malaysia,Export,Colombia,101071533.40
2020,Malaysia,Export,Croatia,17998907.58
2020,Malaysia,Export,United Arab Emirates,2020203460.00
2020,Malaysia,Export,Spain,980682672.30
2020,Malaysia,Export,Oman,180868089.90
2020,Malaysia,Export,Malawi,5272567.39
2020,Malaysia,Export,Belize,1831719.20
2020,Malaysia,Export,Haiti,17253258.41
2020,Malaysia,Export,Uzbekistan,50035044.94
2020,Malaysia,Export,Palau,567089.12
2020,Malaysia,Export,Hong Kong,16216749059.00
2020,Malaysia,Export,Iraq,119211099.60
2020,Malaysia,Export,Dominica,412257.01
2020,Malaysia,Export,Saint Kitts and Nevis,65452.40
2020,Malaysia,Export,Lebanon,38341609.33
2020,Malaysia,Export,Azerbaijan,22739378.03
2020,Malaysia,Export,Kenya,536374136.70
2020,Malaysia,Export,Tuvalu,349201.43
2020,Malaysia,Export,Zimbabwe,72703080.93
2020,Malaysia,Export,Norway,129931525.50
2020,Malaysia,Export,Rep. of Moldova,1263963.26
2020,Malaysia,Export,Philippines,4188601389.00
2020,Malaysia,Export,Vanuatu,3067453.24
2020,Malaysia,Export,New Zealand,908211535.00
2020,Malaysia,Export,Germany,5874581791.00
2020,Malaysia,Export,Finland,164096898.90
2020,Malaysia,Export,Singapore,33816086267.00
2020,Malaysia,Export,Faeroe Isds,122456.33
2020,Malaysia,Export,Mexico,1999730783.00
2020,Malaysia,Export,Tunisia,114661808.70
2020,Malaysia,Export,Wallis and Futuna Isds,47128.55
2020,Malaysia,Export,Morocco,79178055.71
2020,Malaysia,Export,Costa Rica,306882050.30
2020,Malaysia,Export,Namibia,5410348.16
2020,Malaysia,Export,Holy See (Vatican City State),94917.26
2020,Malaysia,Export,Panama,87436596.28
2020,Malaysia,Export,Eq. Guinea,11603654.33
2020,Malaysia,Export,Cameroon,53604557.17
2020,Malaysia,Export,Gambia,30516655.23
2020,Malaysia,Export,Lesotho,182865.53
2020,Malaysia,Export,Montenegro,1475219.06
2020,Malaysia,Export,"China, Macao SAR",27198731.08
2020,Malaysia,Export,Bolivia,11019548.12
2020,Malaysia,Export,Austria,122373280.30
2020,Malaysia,Export,North Macedonia,2631750.67
2020,Malaysia,Export,Peru,154499593.30
2020,Malaysia,Export,Ireland,289287981.80
2020,Malaysia,Export,Saudi Arabia,984562502.70
2020,Malaysia,Export,Nicaragua,4670927.40
2020,Malaysia,Export,Grenada,898239.57
2020,Malaysia,Export,Luxembourg,16486774.84
2020,Malaysia,Export,Tajikistan,1462551.47
2020,Malaysia,Export,Mauritania,61629167.64
2020,Malaysia,Export,Kiribati,1789385.49
2020,Malaysia,Export,Lithuania,36844876.68
2020,Malaysia,Export,Guinea,22798013.71
2020,Malaysia,Export,Comoros,3502061.73
2020,Malaysia,Export,Botswana,1394465.53
2020,Malaysia,Export,Maldives,86883605.23
2020,Malaysia,Export,Bosnia and Herz.,1161301.23
2020,Malaysia,Export,El Salvador,10754226.43
2020,Malaysia,Export,Timor-Leste,30478982.66
2020,Malaysia,Export,Greece,124035521.90
2020,Malaysia,Export,Mozambique,244310763.70
2020,Malaysia,Export,South Korea,8258351929.00
2020,Malaysia,Export,Belarus,5909057.31
2020,Malaysia,Export,American Samoa,3806023.05
2021,Malaysia,Export,Thailand,12646128852.00
2021,Malaysia,Export,Indonesia,9465142518.00
2021,Malaysia,Export,Rep. of Moldova,3010169.00
2021,Malaysia,Export,Sao Tome and Principe,953342.33
2021,Malaysia,Export,Guinea-Bissau,2027135.10
2021,Malaysia,Export,Turks and Caicos Isds,10800.09
2021,Malaysia,Export,Antarctica,215994.38
2021,Malaysia,Export,Andorra,258566.51
2021,Malaysia,Export,Pitcairn,204959.69
2021,Malaysia,Export,Tajikistan,7648429.35
2021,Malaysia,Export,Eritrea,2157648.53
2021,Malaysia,Export,Palestine,1112574.44
2021,Malaysia,Export,Saint Helena,46704.59
2021,Malaysia,Export,Saint Vincent and the Grenadines,720655.93
2021,Malaysia,Export,Falkland Isds (Malvinas),50.68
2021,Malaysia,Export,Montserrat,220748.81
2021,Malaysia,Export,Gambia,33206813.30
2021,Malaysia,Export,New Caledonia,62004049.79
2021,Malaysia,Export,Norway,190507912.60
2021,Malaysia,Export,Romania,128706914.40
2021,Malaysia,Export,Brazil,1035691985.00
2021,Malaysia,Export,Dominican Rep.,62770282.47
2021,Malaysia,Export,South Korea,9087297935.00
2021,Malaysia,Export,Malawi,7063930.91
2021,Malaysia,Export,Gibraltar,1520149.07
2021,Malaysia,Export,Sudan,29662542.19
2021,Malaysia,Export,N. Mariana Isds,919272.85
2021,Malaysia,Export,Serbia,9902001.24
2021,Malaysia,Export,United States of America,34366250028.00
2021,Malaysia,Export,Costa Rica,938907797.80
2021,Malaysia,Export,Hong Kong,18494037029.00
2021,Malaysia,Export,Yemen,195238795.50
2021,Malaysia,Export,Iran,565660507.80
2021,Malaysia,Export,Timor-Leste,20741632.20
2021,Malaysia,Export,Philippines,5459821685.00
2021,Malaysia,Export,Burundi,312438.82
2021,Malaysia,Export,United Rep. of Tanzania,394608491.10
2021,Malaysia,Export,Luxembourg,58493242.85
2021,Malaysia,Export,Niger,5826629.49
2021,Malaysia,Export,Croatia,29151773.91
2021,Malaysia,Export,Turkey,3409109875.00
2021,Malaysia,Export,Norfolk Isds,2244513.88
2021,Malaysia,Export,North Macedonia,4522003.92
2021,Malaysia,Export,Singapore,41847308487.00
2021,Malaysia,Export,Namibia,4790999.80
2021,Malaysia,Export,Cambodia,457104598.00
2021,Malaysia,Export,Bermuda,217075.89
2021,Malaysia,Export,Uzbekistan,48795659.95
2021,Malaysia,Export,Nigeria,909218345.20
2021,Malaysia,Export,Russia,930367752.10
2021,Malaysia,Export,Oman,290657882.20
2021,Malaysia,Export,Djibouti,181570664.40
2021,Malaysia,Export,China,46351724875.00
2021,Malaysia,Export,Vanuatu,18496843.65
2021,Malaysia,Export,Burkina Faso,7851436.25
2021,Malaysia,Export,United Kingdom,2360787592.00
2021,Malaysia,Export,Ireland,261722964.30
2021,Malaysia,Export,Lebanon,48151650.21
2021,Malaysia,Export,Myanmar,654004197.00
2021,Malaysia,Export,Anguilla,74078.68
2021,Malaysia,Export,Mexico,2797179673.00
2021,Malaysia,Export,France,1394978506.00
2021,Malaysia,Export,Malta,24441604.65
2021,Malaysia,Export,Albania,3542671.18
2021,Malaysia,Export,Belarus,3885054.26
2021,Malaysia,Export,Papua New Guinea,341327816.60
2021,Malaysia,Export,Honduras,25660688.69
2021,Malaysia,Export,Bolivia,20368387.22
2021,Malaysia,Export,Azerbaijan,30233233.03
2021,Malaysia,Export,Bosnia and Herz.,951082.78
2021,Malaysia,Export,Switzerland,472404859.00
2021,Malaysia,Export,Kiribati,2555479.48
2021,Malaysia,Export,Peru,190905741.10
2021,Malaysia,Export,Sri Lanka,729786604.80
2021,Malaysia,Export,Kuwait,183552544.70
2021,Malaysia,Export,Trinidad and Tobago,29899985.43
2021,Malaysia,Export,Tuvalu,215995.35
2021,Malaysia,Export,Greenland,93226.95
2021,Malaysia,Export,Australia,8482353314.00
2021,Malaysia,Export,Slovenia,608912285.00
2021,Malaysia,Export,Mali,3913095.93
2021,Malaysia,Export,Saint Lucia,1393892.39
2021,Malaysia,Export,Faeroe Isds,159659.30
2021,Malaysia,Export,Slovakia,70825145.33
2021,Malaysia,Export,Christmas Isds,4398649.27
2021,Malaysia,Export,Bulgaria,110354878.30
2021,Malaysia,Export,Lithuania,40772114.17
2021,Malaysia,Export,Kazakhstan,88292321.69
2021,Malaysia,Export,Cameroon,44624869.52
2021,Malaysia,Export,Senegal,148268917.30
2021,Malaysia,Export,Solomon Isds,45586934.13
2021,Malaysia,Export,Bahamas,814283.53
2021,Malaysia,Export,Georgia,50476044.67
2021,Malaysia,Export,Mozambique,482257370.90
2021,Malaysia,Export,Madagascar,138449272.50
2021,Malaysia,Export,Syria,42366793.73
2021,Malaysia,Export,Canada,1534255610.00
2021,Malaysia,Export,Chile,226655123.20
2021,Malaysia,Export,Guam,3234306.65
2021,Malaysia,Export,Grenada,661680.20
2021,Malaysia,Export,South Sudan,219295.62
2021,Malaysia,Export,Ecuador,34632365.25
2021,Malaysia,Export,Mauritania,48903348.81
2021,Malaysia,Export,Lesotho,219399.64
2021,Malaysia,Export,Austria,129504169.90
2021,Malaysia,Export,Maldives,120687211.20
2021,Malaysia,Export,Iraq,449796261.70
2021,Malaysia,Export,Nicaragua,8223306.71
2021,Malaysia,Export,Chad,259076.49
2021,Malaysia,Export,Vietnam,10982097604.00
2021,Malaysia,Export,Finland,257679603.30
2021,Malaysia,Export,Japan,18166720215.00
2021,Malaysia,Export,Czechia,793833133.10
2021,Malaysia,Export,Estonia,65998081.98
2021,Malaysia,Export,Br. Indian Ocean Terr.,200177.99
2021,Malaysia,Export,Dem. Rep. Congo,26082992.66
2021,Malaysia,Export,Botswana,2713294.35
2021,Malaysia,Export,Congo,42059314.25
2021,Malaysia,Export,Barbados,5183323.54
2021,Malaysia,Export,Denmark,293813244.20
2021,Malaysia,Export,Cook Isds,322125.55
2021,Malaysia,Export,Algeria,116222515.70
2021,Malaysia,Export,South Africa,835585043.10
2021,Malaysia,Export,Argentina,199464234.00
2021,Malaysia,Export,Kenya,1126436782.00
2021,Malaysia,Export,United Arab Emirates,2555259716.00
2021,Malaysia,Export,Italy,1724218119.00
2021,Malaysia,Export,El Salvador,17863222.50
2021,Malaysia,Export,Aruba,58091.41
2021,Malaysia,Export,Spain,1133982370.00
2021,Malaysia,Export,Somalia,87321143.57
2021,Malaysia,Export,Latvia,36851660.33
2021,Malaysia,Export,Jamaica,13943939.71
2021,Malaysia,Export,Bhutan,1678470.79
2021,Malaysia,Export,Angola,183402962.40
2021,Malaysia,Export,New Zealand,1066459061.00
2021,Malaysia,Export,Greece,193809713.30
2021,Malaysia,Export,Rwanda,5838130.23
2021,Malaysia,Export,Belize,2157561.41
2021,Malaysia,Export,Montenegro,2259395.75
2021,Malaysia,Export,American Samoa,18628689.84
2021,Malaysia,Export,Kyrgyzstan,2467061.98
2021,Malaysia,Export,Iceland,55786720.64
2021,Malaysia,Export,Bangladesh,2258665129.00
2021,Malaysia,Export,Venezuela,10345483.26
2021,Malaysia,Export,Micronesia,1276175.29
2021,Malaysia,Export,Paraguay,7341084.54
2021,Malaysia,Export,Liberia,15597744.88
2021,Malaysia,Export,Wallis and Futuna Isds,44174.96
2021,Malaysia,Export,Palau,337612.73
2021,Malaysia,Export,Ethiopia,44234151.03
2021,Malaysia,Export,Comoros,4654139.97
2021,Malaysia,Export,Egypt,688269500.30
2021,Malaysia,Export,Dominica,800522.27
2021,Malaysia,Export,Gabon,23570538.57
2021,Malaysia,Export,Portugal,94127753.59
2021,Malaysia,Export,India,10905264687.00
2021,Malaysia,Export,Netherlands,7524331729.00
2021,Malaysia,Export,Zambia,5934368.55
2021,Malaysia,Export,Uganda,16524379.26
2021,Malaysia,Export,Uruguay,31415613.46
2021,Malaysia,Export,Mongolia,34407341.83
2021,Malaysia,Export,Nepal,56040625.16
2021,Malaysia,Export,Morocco,90582016.74
2021,Malaysia,Export,Eq. Guinea,9999343.51
2021,Malaysia,Export,Brunei,1394108826.00
2021,Malaysia,Export,Germany,6868187511.00
2021,Malaysia,Export,Sweden,467653182.50
2021,Malaysia,Export,Samoa,11760515.09
2021,Malaysia,Export,Tonga,2925655.40
2021,Malaysia,Export,Pakistan,1446694021.00
2021,Malaysia,Export,Panama,144343633.70
2021,Malaysia,Export,Tunisia,123115154.80
2021,Malaysia,Export,Central African Rep.,1028268.64
2021,Malaysia,Export,Saint Kitts and Nevis,228051.20
2021,Malaysia,Export,Benin,94161568.44
2021,Malaysia,Export,Laos,27337540.72
2021,Malaysia,Export,Br. Virgin Isds,45368.45
2021,Malaysia,Export,Jordan,193106657.40
2021,Malaysia,Export,Ukraine,177126164.90
2021,Malaysia,Export,Côte d'Ivoire,120968165.60
2021,Malaysia,Export,Haiti,8462017.78
2021,Malaysia,Export,Poland,742580607.80
2021,Malaysia,Export,Niue,4769.15
2021,Malaysia,Export,Cuba,5245154.96
2021,Malaysia,Export,Marshall Isds,857502.25
2021,Malaysia,Export,Libya,19176851.04
2021,Malaysia,Export,Guatemala,51973923.32
2021,Malaysia,Export,Ghana,570197986.10
2021,Malaysia,Export,Colombia,157619204.90
2021,Malaysia,Export,Guyana,11883663.38
2021,Malaysia,Export,Seychelles,13648035.31
2021,Malaysia,Export,French Polynesia,39199460.79
2021,Malaysia,Export,Guinea,35410990.71
2021,Malaysia,Export,Mauritius,82395118.22
2021,Malaysia,Export,Suriname,5120426.78
2021,Malaysia,Export,Hungary,543910890.00
2021,Malaysia,Export,Cyprus,14313532.76
2021,Malaysia,Export,Bahrain,85470115.78
2021,Malaysia,Export,"China, Macao SAR",28767724.98
2021,Malaysia,Export,Cayman Isds,153870.43
2021,Malaysia,Export,Cabo Verde,855451.71
2021,Malaysia,Export,Saudi Arabia,1220386159.00
2021,Malaysia,Export,Antigua and Barbuda,1443974.96
2021,Malaysia,Export,Afghanistan,215664778.70
2021,Malaysia,Export,Fiji,105812919.50
2021,Malaysia,Export,Tokelau,57849.57
2021,Malaysia,Export,Armenia,1783506.21
2021,Malaysia,Export,Togo,329581625.40
2021,Malaysia,Export,Zimbabwe,2300365.77
2021,Malaysia,Export,Qatar,359213841.50
2021,Malaysia,Export,Turkmenistan,4007822.17
2021,Malaysia,Export,Sierra Leone,15885995.72
2021,Malaysia,Export,Nauru,606511.59
2021,Malaysia,Export,Curaçao,408327.66
2021,Malaysia,Export,Belgium,1545963120.00
2022,Malaysia,Export,Niue,6766.30
2022,Malaysia,Export,Western Sahara,194720.32
2022,Malaysia,Export,Tokelau,44933.10
2022,Malaysia,Export,Turks and Caicos Isds,406.72
2022,Malaysia,Export,Tuvalu,151882.84
2022,Malaysia,Export,Br. Indian Ocean Terr.,107999.94
2022,Malaysia,Export,Burundi,100306.37
2022,Malaysia,Export,Lesotho,122204.88
2022,Malaysia,Export,Pitcairn,5238.04
2022,Malaysia,Export,Guinea-Bissau,3144833.82
2022,Malaysia,Export,Sao Tome and Principe,1128024.72
2022,Malaysia,Export,Antarctica,94964.27
2022,Malaysia,Export,Cocos Isds,335.15
2022,Malaysia,Export,Comoros,8685119.10
2022,Malaysia,Export,Falkland Isds (Malvinas),46.81
2022,Malaysia,Export,South Georgia and the South Sandwich Islands,47.94
2022,Malaysia,Export,Greenland,1048.83
2022,Malaysia,Export,Holy See (Vatican City State),139210.26
2022,Malaysia,Export,Mongolia,43766167.65
2022,Malaysia,Export,Libya,12384491.12
2022,Malaysia,Export,Lithuania,36094757.82
2022,Malaysia,Export,"China, Macao SAR",36999929.79
2022,Malaysia,Export,Malawi,2406535.12
2022,Malaysia,Export,Maldives,228898825.60
2022,Malaysia,Export,Mali,2035998.95
2022,Malaysia,Export,Malta,48386593.20
2022,Malaysia,Export,Mexico,3796097784.00
2022,Malaysia,Export,Luxembourg,64952912.40
2022,Malaysia,Export,Madagascar,125206908.90
2022,Malaysia,Export,Mauritania,77599377.84
2022,Malaysia,Export,Mauritius,111007379.50
2022,Malaysia,Export,Rep. of Moldova,862302.91
2022,Malaysia,Export,Montenegro,902173.61
2022,Malaysia,Export,Morocco,113640300.60
2022,Malaysia,Export,Mozambique,601955048.80
2022,Malaysia,Export,Oman,341983407.70
2022,Malaysia,Export,Nauru,575194.28
2022,Malaysia,Export,Nepal,57533515.92
2022,Malaysia,Export,New Caledonia,156911495.80
2022,Malaysia,Export,Nicaragua,7559550.38
2022,Malaysia,Export,Niger,6628095.07
2022,Malaysia,Export,Nigeria,531000236.60
2022,Malaysia,Export,Pakistan,1366961301.00
2022,Malaysia,Export,Panama,87348911.54
2022,Malaysia,Export,Namibia,11577941.16
2022,Malaysia,Export,Netherlands,9531745337.00
2022,Malaysia,Export,Curaçao,836194.29
2022,Malaysia,Export,Vanuatu,49145576.16
2022,Malaysia,Export,New Zealand,1560944221.00
2022,Malaysia,Export,Norfolk Isds,1224335.02
2022,Malaysia,Export,Norway,183408666.60
2022,Malaysia,Export,N. Mariana Isds,460334.43
2022,Malaysia,Export,Micronesia,1070040.04
2022,Malaysia,Export,Marshall Isds,62921366.68
2022,Malaysia,Export,Palau,3886983.62
2022,Malaysia,Export,Papua New Guinea,510627763.50
2022,Malaysia,Export,Paraguay,10540436.35
2022,Malaysia,Export,Peru,176085069.60
2022,Malaysia,Export,Philippines,6415430808.00
2022,Malaysia,Export,Slovenia,391386872.10
2022,Malaysia,Export,Spain,1295626425.00
2022,Malaysia,Export,South Sudan,129091.60
2022,Malaysia,Export,Sudan,62701086.70
2022,Malaysia,Export,Switzerland,613773603.60
2022,Malaysia,Export,Syria,63411300.91
2022,Malaysia,Export,Tajikistan,2396929.06
2022,Malaysia,Export,Somalia,125657790.40
2022,Malaysia,Export,South Africa,1634988671.00
2022,Malaysia,Export,Suriname,7757354.03
2022,Malaysia,Export,Sweden,469053593.70
2022,Malaysia,Export,Togo,526135774.60
2022,Malaysia,Export,United Arab Emirates,3508784922.00
2022,Malaysia,Export,Tunisia,149740662.80
2022,Malaysia,Export,Ukraine,42651316.98
2022,Malaysia,Export,United Kingdom,2109616553.00
2022,Malaysia,Export,United States of America,38025492595.00
2022,Malaysia,Export,Tonga,4215445.08
2022,Malaysia,Export,Trinidad and Tobago,35237461.19
2022,Malaysia,Export,Turkey,3951187491.00
2022,Malaysia,Export,Turkmenistan,8255218.14
2022,Malaysia,Export,Uganda,7389528.11
2022,Malaysia,Export,North Macedonia,5314062.45
2022,Malaysia,Export,Egypt,811381804.80
2022,Malaysia,Export,United Rep. of Tanzania,405665355.30
2022,Malaysia,Export,Burkina Faso,3353762.02
2022,Malaysia,Export,Uruguay,45738855.95
2022,Malaysia,Export,Uzbekistan,71364918.29
2022,Malaysia,Export,Venezuela,10913284.91
2022,Malaysia,Export,Wallis and Futuna Isds,54699.35
2022,Malaysia,Export,Samoa,12104560.74
2022,Malaysia,Export,Yemen,151377892.20
2022,Malaysia,Export,Zambia,5935808.30
2022,Malaysia,Export,Armenia,1899583.01
2022,Malaysia,Export,Barbados,3328702.47
2022,Malaysia,Export,Belgium,2044445507.00
2022,Malaysia,Export,Bermuda,754249.80
2022,Malaysia,Export,Bolivia,21681891.57
2022,Malaysia,Export,Bosnia and Herz.,704280.88
2022,Malaysia,Export,Botswana,4127069.66
2022,Malaysia,Export,Brazil,1059420704.00
2022,Malaysia,Export,Belize,2261698.28
2022,Malaysia,Export,Solomon Isds,61776034.37
2022,Malaysia,Export,Br. Virgin Isds,332762.91
2022,Malaysia,Export,Brunei,1737936489.00
2022,Malaysia,Export,Bulgaria,104414431.30
2022,Malaysia,Export,Myanmar,1355740377.00
2022,Malaysia,Export,Belarus,5012909.30
2022,Malaysia,Export,Cambodia,525151067.30
2022,Malaysia,Export,Iran,783133589.10
2022,Malaysia,Export,Iraq,783306847.00
2022,Malaysia,Export,Ireland,216289001.70
2022,Malaysia,Export,Italy,1914143714.00
2022,Malaysia,Export,Côte d'Ivoire,139058244.60
2022,Malaysia,Export,Jamaica,21138106.42
2022,Malaysia,Export,Japan,22416749635.00
2022,Malaysia,Export,Kazakhstan,128936368.80
2022,Malaysia,Export,Jordan,178209375.60
2022,Malaysia,Export,Kenya,1153365275.00
2022,Malaysia,Export,South Korea,12475676294.00
2022,Malaysia,Export,Kuwait,199468108.20
2022,Malaysia,Export,Kyrgyzstan,8773769.92
2022,Malaysia,Export,Laos,215055707.90
2022,Malaysia,Export,Lebanon,56054680.66
2022,Malaysia,Export,Latvia,47182201.94
2022,Malaysia,Export,Liberia,22680522.94
2022,Malaysia,Export,Poland,857780567.00
2022,Malaysia,Export,Portugal,112980413.70
2022,Malaysia,Export,Timor-Leste,68699654.64
2022,Malaysia,Export,Qatar,334208819.50
2022,Malaysia,Export,Romania,229511613.90
2022,Malaysia,Export,Russia,547284799.70
2022,Malaysia,Export,Rwanda,1104155.56
2022,Malaysia,Export,Saint Helena,398926.95
2022,Malaysia,Export,Saint Kitts and Nevis,308810.59
2022,Malaysia,Export,Anguilla,50824.61
2022,Malaysia,Export,Saint Lucia,497996.81
2022,Malaysia,Export,Saint Vincent and the Grenadines,434589.14
2022,Malaysia,Export,Saudi Arabia,1626974319.00
2022,Malaysia,Export,Senegal,203958049.70
2022,Malaysia,Export,Serbia,8336625.04
2022,Malaysia,Export,Seychelles,8883475.80
2022,Malaysia,Export,Sierra Leone,12071708.55
2022,Malaysia,Export,India,12442889567.00
2022,Malaysia,Export,Singapore,52824251487.00
2022,Malaysia,Export,Slovakia,168714285.50
